member_id_no,hospital,hosp_address,hosp_hours,hosp_tel_no,hosp_designation,hosp_days,hosp_remarks,hosp_primary
0446,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
1359,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
2183,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
0630,SAN ROQUE HOSPITAL,,,,,,,0
1365,RIZAL MEDICAL CENTER,,,,,,,1
1367,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
2026,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2026,PHILIPPINE HEART CENTER,,,,,,,0
1378,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
0661,PHILIPPINE HEART CENTER,,,,,,,1
2003,ST. JUDE HOSPITAL AND MEDICAL CENTER,,,,,,,1
1384,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
2840,N.L. VILLA MEMORIAL MEDICAL CENTER,,,,,,,1
1689,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,1
1783,KIDAPAWAN DOCTORS HOSPITAL,,,,,,,1
1398,SACRED HEART CLINIC,,,,,,,1
1399,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,1
1400,DAVAO DOCTORS HOSPITAL,,,,,,,1
2207,PALAWAN ADVENTIST HOSPITAL,,,,,,,1
1409,CAPIZ EMMANUEL HOSP.,,,,,,,1
1414,SAINT JUDE GENERAL HOSPITAL/TAGBILARAN COMMUNITY HOSPITAL/BORJA FAMILY CLINIC,,,,,,,1
1419,CALBAYOG SANITARIUM & HOSPITAL,,,,,,,1
2903,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
0450,ST. ANTHONY COLLEGE HOSPITAL,,,,,,,1
0450,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,0
1440,NATIONAL CENTER FOR MENTAL HEALTH,,,,,,,1
1446,KENDANG KERBAU WOMENS AND CHILDRENS HOSP.,,,,,,,1
1448,AFP MEDICAL CENTER,,,,,,,1
3130,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1459,ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,,,,,,,1
0941,UNITED DOCTORS MEDICAL CENTER,,,,,,,0
1706,CHONG HUA HOSPITAL,,,,,,,1
1799,LEON D. HERNANDEZ MEMORIAL HOSPITAL,,,,,,,1
0022,ABRA PROVINCIAL HOSPITAL,,,,,,,1
0022,DR. PETRONILO V. SEARES MEMORIAL  HOSPITAL,,,,,,,0
1997,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
1490,CAPITOL MEDICAL CENTER,,,,,,,1
1491,CAGAYAN REGIONAL HOSPITAL,,,,,,,1
1760,FAMILY CARE HOSPITAL,,,,,,,1
1215,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,1
0555,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,,,,,,,1
1500,"MERCY COMMUNITY HOSPITAL, INC.",,,,,,,1
1504,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
1215,NEW ERA GENERAL HOSPITAL,,,,,,,0
1215,FAMILY CLINIC,,,,,,,0
1283,SEMIRARA COAL CORP. HOSPITAL,,,,,,,1
4860,REGION 1 MEDICAL CENTER,,,,,,,0
1266,BULACAN PROVINCIAL HOSPITAL,,,,,,,1
2921,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
1526,SAVIOR INERNATIONAL HOSPITAL,,,,,,,1
1527,AFP MEDICAL CENTER,,,,,,,1
1537,MANILA SANITARIUM & HOSPITAL,,,,,,,1
1547,OLONGAPO CITY GENERAL HOSPITAL,,,,,,,1
1558,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1561,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1570,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
3395,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
1576,UST HOSPITAL,,,,,,,1
1584,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
1586,VIRGEN MILAGROSA MEDICAL CENTER,,,,,,,1
1587,POSCABLO CLINIC & HOSPITAL,,,,,,,1
1588,UP-PGH MEDICAL CENTER,,,,,,,1
1590,DAVAO MEDICAL CENTER,,,,,,,1
1598,STO. NIÑO HOSPITAL,,,,,,,1
1600,MANILA DOCTORS HOSPITAL,,,,,,,1
1602,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1605,OSPITAL NG TONDO,,,,,,,1
1609,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
1610,GARCIA GENERAL HOSPITAL,,,,,,,1
1617,HOSPITAL OF THE INFANT JESUS,,,,,,,1
1621,PASAY CITY GENERAL HOSPITAL,,,,,,,1
1636,SAN JUAN DE DIOS HOSPITAL,,,,,,,1
1629,MANILA DOCTORS HOSPITAL,,,,,,,1
1630,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1635,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
1741,BERNARDINO GENERAL HOSPITAL,,,,,,,1
1645,STA. TERESITA GENERAL HOSPITAL,,,,,,,1
1648,AFP MEDICAL CENTER,,,,,,,1
1656,CAMP EVANGELISTA STATION HOSPITAL,,,,,,,1
1659,SACRED HEART HOSPITAL,,,,,,,1
1739,THE MEDICAL CITY,,,,,,,1
1668,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1670,UP-PGH MEDICAL CENTER,,,,,,,1
1672,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
1390,THE MEDICAL CITY,,,,,,,1
1677,GAPAN DISTRICT HOSPITAL,,,,,,,1
1297,PHILLIPS MEMORIAL HOSPITAL,,,,,,,1
1683,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
3741,DOH-CART,,,,,,,1
3330,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
1695,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1703,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
1711,SAN PABLO CITY DISTRICT HOSPITAL,,,,,,,1
1713,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,1
1716,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
1859,MEDICAL CENTER MUNTINLUPA,,,,,,,1
2754,DAVAO REGIONAL HOSPITAL,,,,,,,1
1724,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
1288,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
1966,PHILIPPINE HEART CENTER,,,,,,,1
1966,EAST AVENUE MEDICAL CENTER,,,,,,,0
3224,EAST AVENUE MEDICAL CENTER,,,,,,,1
1752,SANTA TERESITA HOSPITAL,,,,,,,1
1756,AMBUL OPERATIVES ZENTRUM,,,,,,,1
1757,RIZAL MEDICAL CENTER,,,,,,,1
1758,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
1188,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
1771,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
1773,MOUNT BANAWE HOSPITAL,,,,,,,1
1792,CARMEN DISTRICT HOSPITAL,,,,,,,1
1794,UST HOSPITAL,,,,,,,1
2895,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1814,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,1
0890,BETHANY HOSPITAL,,,,,,,1
0144,CEBU VELEZ GENERAL HOSPITAL,,,,,,,1
0890,TACLOBAN CITY HOSPITAL,,,,,,,0
1834,PANGASINAN PROVINCIAL HOSPITAL,,,,,,,1
1845,"SAINT JOHN HOSPITAL, NAGA CITY",,,,,,,1
3819,UP-PGH MEDICAL CENTER,,,,,,,1
1127,POLYDEMIC GENERAL HOSPITAL,,,,,,,1
1761,BICOL MEDICAL CENTER,,,,,,,1
1011,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
1761,MOTHER SETON HOSPITAL,,,,,,,0
1761,"ST. JOHN HOSPITAL, NAGA CITY",,,,,,,0
1761,AGO FOUNDATION HOSPITAL,,,,,,,0
2827,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,1
1888,GENERAL SANTOS CITY DISTRICT HOSPITAL,,,,,,,1
1187,"PHILPHOS HOSPITAL, ISABEL, LEYTE",,,,,,,1
0633,PHILIPPINE HEART CENTER,,,,,,,1
3915,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
0633,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
1286,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
1914,"CLDM, TGH, TDH, RGH, STO NINO HOSPITAL-CAMILING",,,,,,,1
0207,DAVAO DOCTORS HOSPITAL,,,,,,,1
0595,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
0468,BUCAG'S HOSPITAL,,,,,,,0
1935,MARTINEZ MEMORIAL HOSPITAL,,,,,,,1
1938,CAPITOL MEDICAL CENTER,,,,,,,1
4741,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
1856,TACLOBAN CITY HOSPITAL,,,,,,,0
1319,ALABANG MEDICAL CENTER,,,,,,,0
5298,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
2614,"MAHARLIKA CHARITY FOUNDATION ",,,,,,,1
3860,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
0043,ESTER R. GARCIA MEDICAL CENTER,"Cauayan, Isabela",,,,,,0
4921,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5911,RIZAL MEDICAL CENTER,,,,,,,0
3869,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,,,,,,,0
0914,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
0086,OSPITAL NG PALAWAN,,,,,,,0
3506,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,1
3609,RIZAL MEDICAL CENTER,,,,,,,1
3521,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
0086,PALAWAN ADVENTIST HOSPITAL,,,,,,,1
1185,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6595,PASIG CITY GENERAL HOSPITAL,,,,,,,0
2569,MCU-FDTMF HOSPITAL,,,,,,,1
0472,DE LOS SANTOS MEDICAL CENTER,,,,,,,1
5071,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
0472,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,0
3896,UP-PGH MEDICAL CENTER,,,,,,,1
1402,MISSION HOSPITAL,,,,,,,0
1883,NUEVA ECIJA DOCTORS HOSPITAL,,,,,,,1
6222,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
3009,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
2082,CHONG HUA HOSPITAL,,,,,,,1
1624,MCU-FDTMF HOSPITAL,,,,,,,1
3458,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
3459,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
1991,STA. MARIA JOSEFA MEDICAL HOSPITAL,,,,,,,1
1667,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
3847,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
2692,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
5846,DOH-CART,,,,,,,0
4072,FEU NRMF,,,,,,,1
4928,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
0749,CHONG HUA HOSPITAL,,,,,,,1
4157,MAKATI MEDICAL CENTER,,,,,,,0
1991,MATEOS HOSPITAL,,,,,,,0
3470,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
1165,CENTRAL LUZON DOCTORS HOSPITAL,,,,,,,0
3473,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
3474,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
0015,BATAAN DOCTORS HOSPITAL,,,,,,,1
1573,MEDICAL CENTER MANILA,,,,,,,1
0499,THE BACOLOD HOSPITAL,,,,,,,1
3679,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
1991,"ST. PAUL HOSPITAL - BOCAUE, BULACAN",,,,,,,0
3438,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
3481,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
5846,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,0
3483,CAPITOL MEDICAL CENTER,,,,,,,1
0084,LAGUNA PROVINCIAL HOSPITAL,,,,,,,1
3220,AFP MEDICAL CENTER,,,,,,,1
0085,ST. PETERS PAUL HOSPITAL,,,,,,,1
0419,EASTERN SAMAR PROVINCIAL HOSPITAL,,,,,,,1
0347,WOMENS HOSPITAL,,,,,,,0
2964,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
0419,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4174,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
3492,CHONG HUA HOSPITAL,,,,,,,1
3689,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
5539,CHONG HUA HOSPITAL-FUENTE,,,,,,,0
0347,BATAAN GENERAL HOSPITAL,,,,,,,1
1801,BATAAN DOCTORS HOSPITAL,,,,,,,1
1996,ST. JOSEPH HOSPITAL,,,,,,,0
1573,UP-PGH MEDICAL CENTER,,,,,,,0
1066,MANILA DOCTORS HOSPITAL,,,,,,,1
1085,"MALOLOS SAN VICENTE HOSPITAL ",,,,,,,1
1338,SAN CARLOS DOCTORS HOSPITAL,,,,,,,1
1170,SAN LAZARO HOSPITAL,,,,,,,1
1360,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1996,WOMENS HOSPITAL,,,,,,,1
3324,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
1170,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
1956,THE MEDICAL CITY,,,,,,,1
4264,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,2519891,,,,0
0554,TERESITA LOPEZ JALANDONI PROVINCIAL HOSPITAL,,,,,,,1
6265,BICOL REGIONAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0554,UP-PGH MEDICAL CENTER,,,,,,,0
5843,BICOL REGIONAL HOSPITAL,,,,,,,0
2171,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,0
2056,MVM ROSARIO DISTRICT HOSPITAL,,,,,,,1
0768,"ORIENTAL MINDORO PROVINCIAL HOSPITAL ",,,,,,,1
2426,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
0911,CHONG HUA HOSPITAL,,,,,,,1
1023,PERPETUAL SOCCOUR HOSPITAL,,,,,,,1
3434,UST HOSPITAL,,,,,,,1
0818,FLORES CLINIC AND HOSPITAL,,,,,,,1
1342,DON AMADEO J. PEREZ SR. MEMORIAL GENERAL HOSPITAL,,,,,,,1
2021,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
2360,BATANGAS REGIONAL HOSPITAL,,,,,,,1
1307,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
4568,MAKATI MEDICAL CENTER,,,,,,,0
3528,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
2034,SOUTH COTABATO PROVINCIAL HOSPITAL,,,,,,,1
2507,MARIKINA VALLEY MEDICAL CENTER,,,,,,,1
2694,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
5207,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
3534,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
1122,BACOLOD ADVENTIST MEDICAL CENTER,,,,,,,1
6536,BICOL MEDICAL CENTER,,,,,,,0
3558,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
2034,DAVAO REGIONAL HOSPITAL,,,,,,,0
2333,MARY CHILES GENERAL HOSPITAL,,,,,,,1
2694,SACRED HEART OF JESUS HOSPITAL,,,,,,,1
0390,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
0799,MISSION HOSPITAL,,,,,,,1
3543,EAST AVENUE MEDICAL CENTER,,,,,,,1
3544,EAST AVENUE MEDICAL CENTER,,,,,,,1
2920,JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL,,,,,,,1
1326,FORT BONIFACIO GENERAL HOSPITAL,,,,,,,1
4137,LUNG CENTER OF THE PHILIPPINES,,,,,,,0
3548,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
2630,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1688,MJ SANTOS HOSPITAL,,,,,,,1
0186,MOTHER SETON HOSPITAL,,,,,,,1
0956,M.V. SANTIAGO MEDICAL CENTER,,,,,,,1
0093,ST. JAMES HOSPITAL,,,,,,,1
2305,METRO LEMERY MEDICAL CENTER,,,,,,,0
0905,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5156,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
6539,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
6458,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
1638,THE DOCTORS CLINIC & HOSPITAL,,,,,,,1
3509,DAVAO DOCTORS HOSPITAL,,,,,,,1
0015,CENTRO MEDICO DE SANTISIMO ROSARIO,,,,,,,0
0128,STA. ROSA HOSPITAL & MEDICAL CENTER,,,,,,,1
3016,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
6077,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
2662,CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL,,,,,,,0
1661,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4961,RIZAL MEDICAL CENTER,,,,,,,1
0128,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,0
0871,DUMLAO HOSPITAL,,,,,,,0
3570,MANILA ADVENTIST MEDICAL CENTER,,,,,,,1
0905,MEDICAL CENTER MANILA,,,,,,,0
3572,MAKATI MEDICAL CENTER,,,,,,,1
0671,CAPITOL MEDICAL CENTER,,,,,,,0
1709,MARY CHILES GENERAL HOSPITAL,,,,,,,1
0905,DELGADO HOSPITAL,,,,,,,0
0313,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
5173,ST. LUKES MEDICAL CENTER,,,,,,,0
3709,EAST AVENUE MEDICAL CENTER,,,,,,,1
3852,THE MEDICAL CITY,,,,,,,1
3580,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
3686,THE MEDICAL CITY,,,,,,,1
2662,AFP MEDICAL CENTER,,,,,,,0
5019,UP-PGH MEDICAL CENTER,,,,,,,0
3622,MANILA ADVENTIST MEDICAL CENTER,,,,,,,1
3207,MAKATI MEDICAL CENTER,,,,,,,0
6048,EASTERN VISAYAS MEDICAL CENTER,,,,,,,0
4701,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
2979,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
0550,LEYTE PROVINCAL HOSPITAL,,,,,,,1
2868,BICOL MEDICAL CENTER,,,,,,,1
2374,FEU NRMF,,,,,,,1
3831,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
3592,EAST AVENUE MEDICAL CENTER,,,,,,,1
3593,EAST AVENUE MEDICAL CENTER,,,,,,,1
3594,EAST AVENUE MEDICAL CENTER,,,,,,,1
3763,UP-PGH MEDICAL CENTER,,,,,,,1
3596,EAST AVENUE MEDICAL CENTER,,,,,,,1
2846,COTABATO REGIONAL & MEDICAL  CENTER,,,,,,,1
1912,DR. ROBOSA HOSPITAL,,,,,,,1
4519,DOH-CART,,,,,,,0
3600,UP-PGH MEDICAL CENTER,,,,,,,1
5097,EAST AVENUE MEDICAL CENTER,,,,,,,0
3984,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
3603,MANILA ADVENTIST MEDICAL CENTER,,,,,,,1
3024,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,1
5913,RIZAL MEDICAL CENTER,,,,,,,0
4348,DAVAO REGIONAL HOSPITAL,,,,,,,0
6139,EAST AVENUE MEDICAL CENTER,,,,,,,0
6143,EAST AVENUE MEDICAL CENTER,,,,,,,0
3207,BATAAN GENERAL HOSPITAL,,,,,,,1
4152,MAKATI MEDICAL CENTER,,,,,,,0
0814,CAPITOL MEDICAL CENTER,,,,,,,1
4976,EAST AVENUE MEDICAL CENTER,,,,,,,0
0836,MELVEREY MATERNITY AND GENERAL HOSPITAL,,,,,,,1
1492,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
3616,BATANGAS REGIONAL HOSPITAL,,,,,,,1
3617,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
4971,EAST AVENUE MEDICAL CENTER,,,,,,,0
0058,FAR NORTH LUZON GENERAL HOSPITAL AND TRAINING CENTER,,,,,,,1
2349,EAST AVENUE MEDICAL CENTER,,,,,,,1
3621,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
4170,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
3623,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
3624,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
1275,ALAMINOS DOCTORS HOSPITAL,,,,,,,0
2864,UP-PGH MEDICAL CENTER,,,,,,,1
3630,MIDSAYAP COMMUNITY DOCTORS' HOSPITAL,,,,,,,1
3707,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
0745,CALAMBA DOCTOR'S HOSPITAL,,,,,,,0
4782,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,0
0119,TAGAYTAY HOSPITAL MEDICAL CENTER,,,,,,,1
5274,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,0
3687,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6622,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5356,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
1135,"ST. LUKE'S MEDICAL CENTER, GLOBAL CITY",,,,,,,1
3011,ROMBLON PROVINCIAL HOSPITAL,,,,,,,1
3653,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
2349,STA. ANA HOSPITAL,,,,,,,0
4782,LORENZO D. ZAYCO DISTRICT HOSPITAL,,,,,,,0
5975,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
3141,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
3011,"UPHRMC, LAS PINAS",,,,,,,0
5606,MAKATI MEDICAL CENTER,,,,,,,0
3660,TONDO MEDICAL CENTER,,,,,,,1
0820,ST. PAUL HOSPITAL,,,,,,,0
0606,AFP MEDICAL CENTER,,,,,,,1
2433,CAPIZ DOCTORS HOSPITAL,,,,,,,0
3480,LA UNION MEDICAL CENTER,,,,,,,1
3665,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
6624,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
0820,ST. MARTIN OF TOURS HOSPITAL,,,,,,,0
6541,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,0
1661,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3825,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,0
6552,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4618,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4435,UP-PGH MEDICAL CENTER,,,,,,,1
4618,PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,,,,,,,0
1450,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
2731,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
3678,MCU-FDTMF HOSPITAL,,,,,,,1
1462,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
5218,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
3039,UP-PGH MEDICAL CENTER,,,,,,,1
0845,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
2276,EAST AVENUE MEDICAL CENTER,,,,,,,1
1275,"STELLA MARIS HOSPITAL,",,,,,,,1
2283,EAST AVENUE MEDICAL CENTER,,,,,,,1
4224,DAVAO DEL NORTE HOSPITAL- ISLAND GARDEN CITY OF SAMAL,,,,,,,0
1090,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
2572,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
0638,BETHANY HOSPITAL,,,,,,,0
6290,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
3113,UP-PGH MEDICAL CENTER,,,,,,,1
3839,EAST AVENUE MEDICAL CENTER,,,,,,,1
1637,PHILIPPINE  HEART CENTER,,,,,,,1
3839,EAST AVENUE MEDICAL CENTER,,,,,,,1
3467,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
2929,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,0
6436,EAST AVENUE MEDICAL CENTER,,,,,,,0
0336,NATIONAL CENTER FOR MENTAL HEALTH,,,,,,,1
3719,NORTHERN SAMAR PROVINCIAL HOSPITAL,,,,,,,0
4094,EAST AVENUE MEDICAL CENTER,,,,,,,1
0711,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
3549,BATANGAS REGIONAL HOSPITAL,,,,,,,1
3139,AFP MEDICAL CENTER,,,,,,,1
3816,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
0752,ESTRELLA HOSPITAL,,,,,,,1
3712,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
3713,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
3714,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
3150,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
3435,UST HOSPITAL,,,,,,,1
3717,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
4542,EAST AVENUE MEDICAL CENTER,,,,,,,0
3719,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
0702,LUCENA UNITED DOCTORS HOSPITAL,,,,,,,1
1441,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
2774,UNCIANO MEDICAL CENTER,,,,,,,1
3723,EAST AVENUE MEDICAL CENTER,,,,,,,1
2672,"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",,,,,,,1
5451,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
3071,RIZAL MEDICAL CENTER,,,,,,,1
0788,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
2055,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
6216,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
0711,"NAZARETH GENERAL HOSPITAL ",,,,,,,1
2499,DAVAO MEDICAL SCHOOL FOUNDATION HOSPITAL,,,,,,,1
4689,TONDO MEDICAL CENTER,,,,,,,0
1567,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,1
4542,BICOL MEDICAL CENTER,,,,,,,0
3742,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
5701,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
2209,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
4036,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
2963,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
