member_id_no,hospital,hosp_address,hosp_hours,hosp_tel_no,hosp_designation,hosp_days,hosp_remarks,hosp_primary
3520,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
0897,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
2722,EAST AVENUE MEDICAL CENTER,,,,,,,1
6264,EASTERN VISAYAS MEDICAL CENTER,,,,,,,0
6044,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
3822,CHONG HUA HOSPITAL,,,,,,,1
4494,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
1225,OSPITAL NG TONDO,,,,,,,0
0579,SOUTH COTABATO PROVINCIAL HOSPITAL,,,,,,,1
5101,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1225,DE LOS SANTOS MEDICAL CENTER,,,,,,,1
2169,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
1026,VETERANS REGIONAL HOSPITAL,,,,,,,1
4556,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,0
4400,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
3259,UST HOSPITAL,,,,,,,1
3944,EAST AVENUE MEDICAL CENTER,,,,,,,0
0116,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
3721,"REGION I-MEDICAL CENTER, DAGUPAN CITY",,,,,,,0
0579,THE DOCTORS CLINIC & HOSPITAL,,,,,,,0
2103,"SAN PEDRO HOSPITAL, DAVAO CITY",,,,,,,1
0579,OUR LADY OF FATIMA HOSPITAL,,,,,,,0
3691,CHONG HUA HOSPITAL,,,,,,,1
3794,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
1436,MANILA SANITARIUM & HOSPITAL,,,,,,,1
1191,LEMERY DOCTORS MEDICAL CENTER,,,,,,,1
2856,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
3851,EAST AVENUE MEDICAL CENTER,,,,,,,1
2397,UP-PGH MEDICAL CENTER,,,,,,,1
3809,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3810,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5859,REGION 1 MEDICAL CENTER,,,,,,,0
1827,UP-PGH MEDICAL CENTER,,,,,,,1
4073,FEU NRMF,,,,,,,1
4430,UP-PGH MEDICAL CENTER,,,,,,,1
6296,BICOL MEDICAL CENTER,,,,,,,0
5376,UP-PGH MEDICAL CENTER,,,,,,,0
1793,UST HOSPITAL,,,,,,,1
0192,ALABANG MEDICAL CENTER,,,,,,,0
2952,SOUTHERN ISABELA GENERAL HOSPITAL,,,,,,,1
1541,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
4688,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
0904,DIVINE GRACE HOSPITAL & MATERNITY CENTER,,,,,,,1
2414,UST HOSPITAL,,,,,,,0
0713,THE DOCTORS CLINIC & HOSPITAL,,,,,,,0
3561,THE MEDICAL CITY,,,,,,,1
1662,UST HOSPITAL,,,,,,,1
1550,STO. NIÑO HOSPITAL,,,,,,,1
2371,EAST AVENUE MEDICAL CENTER,,,,,,,1
0028,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
2267,BULACAN PROVINCIAL HOSPITAL,,,,,,,1
6080,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
2269,EAST AVENUE MEDICAL CENTER,,,,,,,1
0621,"ST. MARTIN DE PORRES, CANDON, ILOCOS SUR",,,,,,,0
3961,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4732,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
4735,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
1180,CHONG HUA HOSPITAL,,,,,,,1
0574,DR. JESUS DELGADO MEMORIAL HOSPITAL,,,,,,,1
3767,MCU-FDTMF HOSPITAL,,,,,,,1
0950,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
1025,LORMA MEDICAL CENTER,,,,,,,1
0407,MANILA DOCTORS HOSPITAL,,,,,,,0
4142,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1750,ZANTUA MEMORIAL HOSPITAL,,,,,,,1
2284,LAS PIÑAS GENERAL HOSPITAL,,,,,,,1
3965,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
1671,MCU-FDTMF HOSPITAL,,,,,,,1
1785,THE MEDICAL CITY,,,,,,,1
3567,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
3872,MCU-FDTMF HOSPITAL,,,,,,,1
1099,TABACO GENERAL HOSPITAL,,,,,,,0
0382,BALIUAG DISTRICT HOSPITAL,,,,,,,1
0050,GENERAL SANTOS DOCTORS HOSPITAL,,,,,,,1
3215,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,1
0769,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
0087,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
3684,OUR LADY OF LOURDES HOSPITAL,,,,,,,0
1028,UP-PGH MEDICAL CENTER,,,,,,,1
2298,QUEZON MEDICAL CENTER,,,,,,,1
0978,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
4867,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
2302,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
2303,UST HOSPITAL,,,,,,,1
3306,UST HOSPITAL,,,,,,,1
1467,MEDICAL CENTER MANILA,,,,,,,1
3767,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1192,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
0272,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
2309,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
6215,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4640,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
4710,MCU-FDTMF HOSPITAL,,,,,,,0
1802,CEBU HEART INSTITUTE,,,,,,,0
2400,UP-PGH MEDICAL CENTER,,,,,,,1
1517,ORMOC MATERNITY AND CHILDRENS HOSPITAL PHARMACY,,,,,,,1
0057,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
2934,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
2318,RIZAL MEDICAL CENTER,,,,,,,1
2319,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
4148,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
2971,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
0768,"MARIA ESTRELLA GENERAL HOSPITAL ",,,,,,,0
5618,UP-PGH MEDICAL CENTER,,,,,,,0
2392,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1041,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
5812,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
0046,EAST AVENUE MEDICAL CENTER,,,,,,,0
2331,J. CABAHUG HOSPITAL,,,,,,,1
2332,UP-PGH MEDICAL CENTER,,,,,,,1
0816,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2394,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3387,SILANG SPECIALIST,,,,,,,0
5287,THE MEDICAL CITY,,,,,,,0
1718,ST. PAUL HOSPITAL,,,,,,,0
3775,BATANGAS MEDICAL CENTER,,,,,,,1
2341,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
0816,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
4894,UP-PGH MEDICAL CENTER,,,,,,,0
1898,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
3640,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,1
3423,THE MEDICAL CITY,,,,,,,1
2960,MOUNT SINAI STA ROSA,,,,,,,1
0531,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,1
3501,CHONG HUA HOSPITAL-FUENTE,,,,,,,0
0949,ST. FRANCES CABRINI MEDICAL CENTER,,,,,,,0
1871,MARY JOHNSTON HOSPITAL,,,,,,,1
3838,UST HOSPITAL,,,,,,,0
3618,UST HOSPITAL,,,,,,,1
2343,SAN JUAN DE DIOS HOSPITAL,,,,,,,1
3979,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
3464,BICOL MEDICAL CENTER,,,,,,,1
1294,MAKATI MEDICAL CENTER,,,,,,,1
1674,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
2359,OUR LADY OF LOURDES HOSPITAL,,,,,,,1
2743,DAVAO DOCTORS HOSPITAL,,,,,,,1
2591,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1820,BICOL MEDICAL CENTER,,,,,,,1
2363,METROPOLITAN MEDICAL CENTER,,,,,,,1
3268,TAYTAY DOCTORS MULTISPECIALTY HOSPITAL,,,,,,,1
3402,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
2366,BROKENSHIRE MEMORIAL HOSPITAL,,,,,,,1
1627,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
2369,PALAWAN PROVINCIAL HOSPITAL,,,,,,,1
6096,UP-PGH MEDICAL CENTER,,,,,,,0
1913,CLINICA CORPUS CURISTI,,,,,,,1
1387,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3863,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3181,AFP MEDICAL CENTER,,,,,,,1
3303,FEU NRMF,,,,,,,1
3385,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
5077,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1699,LAHOZ CLINIC AND HOSPITAL,,,,,,,1
2380,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
2381,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
2747,MARY MEDIATRIX MEDICAL CENTER,,,,,,,1
1699,VIGAN POLYCLINIC,,,,,,,0
1294,BELO MEDICAL GROUP,,,,,,,0
2385,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
0574,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4892,UP-PGH MEDICAL CENTER,,,,,,,0
5704,EAST AVENUE MEDICAL CENTER,,,,,,,0
1041,SORSOGON MEDICAL MISSION GROUP HOSP.,,,,,,,0
2973,PARAÑAQUE DOCTOS HOSPITAL,,,,,,,0
3999,CAMP EVANGELISTA STATION HOSPITAL,,,,,,,1
1488,J.R. BORJA MEMORIAL CITY HOSPITAL,,,,,,,1
3833,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
2395,MAKATI MEDICAL CENTER,,,,,,,1
1259,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2119,CHILDRENS MEDICAL CENTER,,,,,,,0
5145,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0157,SAINT MARTIN MEDICAL CENTER,,,,,,,1
4158,THE MEDICAL CITY,,,,,,,0
3785,UP-PGH MEDICAL CENTER,,,,,,,1
3354,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
2747,LIPA MEDIX MEDICAL CENTER,,,,,,,0
2747,LIPA CITY DISTRICT HOSPITAL,,,,,,,0
6016,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3738,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
5412,CHONG HUA HOSPITAL-FUENTE,,,,,,,0
1179,PARAÑAQUE DOCTORS HOSPITAL,,,,,,,1
6474,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
2401,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
1240,SOUTH SUPERHIGHWAY MEDICAL CENTER,,,,,,,1
1343,MENDOZA GENERAL HOSPITAL,,,,,,,0
3399,MAKATI MEDICAL CENTER,,,,,,,1
2406,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
3359,OSPITAL NG PALAWAN,,,,,,,1
0502,PASCABLO MEDICAL AND ENT CLINIC,,,,,,,0
2409,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
3356,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
5493,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
2412,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3158,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
3477,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
2037,UST HOSPITAL,,,,,,,0
6587,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
4122,THE MEDICAL CITY,,,,,,,0
1458,BILIRAN PROVINCIAL HOSPITAL,,,,,,,1
3811,DOH-CART,,,,,,,1
1897,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1234,DR. JESUS DELGADO MEMORIAL HOSPITAL,,,,,,,1
0455,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,1
3433,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
3384,DOH-CART,,,,,,,1
0434,UST HOSPITAL,,,,,,,1
2475,GENERAL SANTOS DOCTORS HOSPITAL,,,,,,,1
1179,"ST. LUKE'S MEDICAL CENTER, GLOBAL CITY",,,,,,,0
6021,DOH-CART,,,,,,,0
4273,BENGUET GENERAL HOSPITAL,,,,,,,1
4837,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
6163,OSPITAL NG MAKATI,,,,,,,0
0405,CAGAYAN VALLEY MEDICAL CENTER,,,,,,,1
4711,MANILA ADVENTIST MEDICAL CENTER,,,,,,,0
0937,PAMPANGA PROVINCIAL HOSPITAL,,,,,,,1
3568,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
3830,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
4296,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
3832,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
2598,RIZAL PROVINCIAL HOSPITAL,,,,,,,1
1058,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
6336,THE MEDICAL CITY,,,,,,,0
2987,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
2900,ROXAS MEMORIAL PROVINCIAL HOSPITAL,,,,,,,1
2389,EAST AVENUE MEDICAL CENTER,,,,,,,1
6272,UST HOSPITAL,,,,,,,0
2728,DAVAO REGIONAL HOSPITAL,,,,,,,1
6023,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
3283,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3441,AFP MEDICAL CENTER,,,,,,,1
2897,GIG OCA ROBLES SEAMEN'S HOSPITAL,,,,,,,1
0779,MANILA DOCTORS HOSPITAL,,,,,,,1
3283,METROPOLITAN MEDICAL CENTER,,,,,,,1
1777,CALLANG PEDIATRIC AND MATERNITY CLINIC & HOSPITAL,,,,,,,1
1572,ST. JAMES HOSPITAL,,,,,,,1
2394,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2563,MEYCAUAYAN DOCTORS HOSPITAL,,,,,,,0
0809,KIBANE DISTRICT HOSPITAL,,,,,,,1
0809,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4062,TONDO MEDICAL CENTER,,,,,,,1
0666,PASAY CITY GENERAL HOSPITAL,,,,,,,1
3856,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4083,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3293,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0632,TRECE MARINEZ,,,,,,,0
2606,DAVAO DOCTORS HOSPITAL,,,,,,,1
4215,MCU-FDTMF HOSPITAL,,,,,,,0
1202,DAGUPAN DOCTOR'S VILLAFLOR MEMORIAL HOSPITAL,,,,,,,1
4598,BATAAN GENERAL HOSPITAL,,,,,,,0
3864,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1212,"UPHRMC, LAS PINAS",,,,,,,1
4083,UROLOGY CENTER OF THE PHILIPPINES,,,,,,,0
0632,GAT. ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,,,,,,,1
3625,LOURDES HOSPITAL,,,,,,,1
5060,THE MEDICAL CITY,,,,,,,0
3683,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,1
6481,EAST AVENUE MEDICAL CENTER,,,,,,,0
0572,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,,,,,,,0
3652,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
3883,MAKATI MEDICAL CENTER,,,,,,,1
4720,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
0666,THE PREMIERE MEDICAL CENTER,,,,,,,0
4381,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
5159,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
4319,BATANGAS REGIONAL HOSPITAL,,,,,,,0
4147,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
0489,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0489,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6297,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
4941,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
4775,FEU-NRMF HOSPITAL,,,,,,,0
2563,NAZARENUS GENERAL HOSPITAL,,,,,,,1
3152,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,1
2661,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
5980,BICOL REGIONAL HOSPITAL,,,,,,,0
0892,SORSOGON MEDICAL MISSION GROUP HOSP.,,,,,,,1
0347,BATAAN DOCTORS HOSPITAL,,,,,,,0
5111,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
0597,THE MEDICAL CITY,,,,,,,1
6242,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
4313,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
4828,DAVAO DOCTORS HOSPITAL,,,,,,,0
5595,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
6277,MAKATI MEDICAL CENTER,,,,,,,0
6246,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
1350,MEDICAL CENTER MANILA,,,,,,,1
2879,WESTERN MINDANAO MEDICAL CENTER,,,,,,,1
5260,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
0201,PHILIPPINE HEART CENTER,,,,,,,1
4846,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
6148,EAST AVENUE MEDICAL CENTER,,,,,,,0
4209,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,0
1977,ILOILO DOCTOR'S HOSPITAL,,,,,,,1
0154,RIVERSIDE MEDICAL CENTER,,,,,,,1
3296,REGION 1 MEDICAL CENTER,,,,,,,1
2390,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
1285,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
5440,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
1466,RAMIRO COMMUNITY HOSPITAL,,,,,,,1
4548,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
4813,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5283,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
5607,MAKATI MEDICAL CENTER,,,,,,,0
6329,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,0
6255,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1503,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
4337,UST HOSPITAL,,,,,,,1
2114,SACRED HEART HOSPITAL,,,,,,,1
2449,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
4047,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
3031,FEU NRMF,,,,,,,1
4703,DOH-CART,,,,,,,0
3430,EAST AVENUE MEDICAL CENTER,,,,,,,0
1054,THE MEDICAL CITY,,,,,,,1
4587,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
4368,DOH-CART,,,,,,,0
3265,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
2852,DAVAO REGIONAL HOSPITAL,,,,,,,1
5852,DAVAO DOCTORS HOSPITAL,,,,,,,1
0521,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5250,AFP MEDICAL CENTER,,,,,,,0
4695,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2535,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4898,UP-PGH MEDICAL CENTER,,,,,,,0
5055,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5276,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
4385,BICOL MEDICAL CENTER,,,,,,,0
4134,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
0987,EAST AVENUE MEDICAL CENTER,,,,,,,1
0725,PAMANA GOLDEN CARE MEDICAL CENTER,,,,,,,0
5853,DAVAO DOCTORS HOSPITAL,,,,,,,0
3300,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
4266,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
1054,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
4262,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4418,OSPITAL NG MAKATI,,,,,,,0
1313,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
4714,THE MEDICAL CITY,,,,,,,0
2477,PANABO POLYMEDIC HOSPITAL INC.,,,,,,,1
4240,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
4039,DR. AMANDO COPE MEMORIAL HOSPITAL,,,,,,,1
6280,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
6549,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3405,BATANGAS REGIONAL HOSPITAL,,,,,,,1
0042,SILLIMAN UNIVERSITY MEDICAL CENTER,,,,,,,1
4276,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5056,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
1466,TAGBILARAN COMMUNITY HOSPITAL,,,,,,,0
5454,SAN PEDRO HOSPITAL,,,,,,,0
4025,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
4427,DAVAO REGIONAL HOSPITAL,,,,,,,1
3743,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
1483,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
2834,ZAMBOANGA DOCTORS HOSPITAL,,,,,,,1
3973,LEYTE PROVINCAL HOSPITAL,,,,,,,1
6285,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
0795,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
4028,THE MEDICAL CITY,,,,,,,0
3228,JR BORJA GENERAL HOSPITAL,,,,,,,0
3957,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1291,CAMARINES NORTE PROVINCIAL HOSPITAL,,,,,,,1
5566,UST HOSPITAL,,,,,,,0
5446,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
6071,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4982,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
1477,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
3221,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0988,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3601,UP-PGH MEDICAL CENTER,,,,,,,1
5184,TONDO MEDICAL CENTER,,,,,,,0
3960,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4528,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
5798,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
1660,ANTIPOLO DOCTORS HOSPITAL,,,,,,,1
0964,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
2795,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,1
1486,PHILIPPINE HEART CENTER,,,,,,,0
2057,MEDIX MEDICAL CENTER,,,,,,,1
0130,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
3845,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
5063,MCU-FDTMF HOSPITAL,,,,,,,0
3855,UP-PGH MEDICAL CENTER,,,,,,,1
0079,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
6091,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
2753,BUKIDNON PROVINCIAL HOSPITAL,,,,,,,1
0653,LAS PINAS DOCTORS HOSPITAL,,,,,,,1
0081,EAST AVENUE MEDICAL CENTER,,,,,,,1
2972,EAST AVENUE MEDICAL CENTER,,,,,,,1
0103,MCU-FDTMF HOSPITAL,,,,,,,1
3418,EAST AVENUE MEDICAL CENTER,,,,,,,1
0979,"ST. LUKE'S MEDICAL CENTER, GLOBAL CITY",,,,,,,0
2293,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
3629,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0778,UP-PGH MEDICAL CENTER,,,,,,,1
2770,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3821,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
4670,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
0339,JAMES L. GORDON MEMORIAL HOSPITAL,,,,,,,1
0016,UST HOSPITAL,,,,,,,1
0017,QUEZON MEDICAL CENTER,,,,,,,1
0018,SAINT AGNES HOSPITAL,,,,,,,1
2780,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
0020,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
0021,FERNANDO AIR BASE HOSPITAL,,,,,,,1
5253,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
3469,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,1
0933,CAPITOL MEDICAL CENTER,,,,,,,1
2548,BUKIDNON PROVINCIAL HOSPITAL,,,,,,,1
3762,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
0026,"GULLAS COLLEGE OF MEDICINE, BANILAD, CEBU CITY",,,,,,,1
1897,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
0029,"MERCY COMMUNITY HOSPITAL, INC.",,,,,,,1
0030,"MERCY COMMUNITY HOSPITAL, INC.",,,,,,,1
0747,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
2310,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
5251,V. LUNA MEDICAL CENTER,,,,,,,0
1719,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
1563,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
2044,PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,,,,,,,1
0036,BULACAN MEDICAL CENTER,,,,,,,1
0036,SANTISSIMA TRINIDAD HOSPITAL,,,,,,,0
1789,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,,,,,,,1
0038,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
0039,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
0976,GENERAL SANTOS DOCTORS HOSPITAL,,,,,,,1
5065,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,0
